customer_id,customer_name,gender,age,city,state,country,customer_segment
58,Ekavir Varkey,Male,43,Mumbai,Maharashtra,India,Premium
59,Arya Sunder,Male,33,Pune,Maharashtra,India,New
60,Kevin Solanki,Female,26,Hyderabad,Telangana,India,Returning
61,Urvashi Ray,Female,47,Delhi,Delhi,India,New
62,Girindra Chatterjee,Female,53,Mumbai,Maharashtra,India,New
63,Irya Sampath,Male,23,Bengaluru,Karnataka,India,New
64,Unni Bhagat,Female,49,Delhi,Delhi,India,Returning
65,Darsh Rau,Female,21,Hyderabad,Telangana,India,New
66,Ikbal Kothari,Male,42,Kolkata,West Bengal,India,Returning
67,Ranveer Yadav,Female,45,Ahmedabad,Gujarat,India,Premium
68,Logan Sami,Female,27,Jaipur,Rajasthan,India,New
69,Arya Shere,Male,21,Chennai,Tamil Nadu,India,Premium
70,Faqid Savant,Male,65,Jaipur,Rajasthan,India,Returning
71,Chandresh Zachariah,Male,55,Bengaluru,Karnataka,India,Returning
72,Girik Khalsa,Male,21,Jaipur,Rajasthan,India,Premium
73,Niharika Sunder,Male,22,Mumbai,Maharashtra,India,Premium
74,Tanay Rattan,Male,43,Mumbai,Maharashtra,India,New
75,Nitesh Raghavan,Male,55,Lucknow,Uttar Pradesh,India,Premium
76,Madhavi Lanka,Male,44,Bengaluru,Karnataka,India,Premium
77,Bhavika Sampath,Female,34,Lucknow,Uttar Pradesh,India,New
78,Mohammed Gupta,Male,34,Pune,Maharashtra,India,Returning
79,Teerth Bhardwaj,Female,47,Delhi,Delhi,India,Returning
80,Dipta Bhandari,Male,47,Mumbai,Maharashtra,India,Premium
81,Vansha Thakkar,Male,22,Lucknow,Uttar Pradesh,India,Premium
82,Dakshesh Trivedi,Female,26,Hyderabad,Telangana,India,Returning
83,Quincy Biswas,Male,41,Mumbai,Maharashtra,India,Returning
84,Wahab Raval,Female,52,Delhi,Delhi,India,Premium
85,Yatin Baral,Male,60,Chennai,Tamil Nadu,India,Premium
86,Oni Virk,Male,26,Chennai,Tamil Nadu,India,Returning
87,Advika Jayaraman,Male,65,Mumbai,Maharashtra,India,Premium
88,William Lanka,Female,36,Delhi,Delhi,India,Premium
89,Karan Mital,Female,31,Hyderabad,Telangana,India,Premium
90,Diya Bora,Female,34,Chennai,Tamil Nadu,India,New
91,Tara Chaudhry,Female,35,Mumbai,Maharashtra,India,New
92,Tanay Toor,Female,26,Bengaluru,Karnataka,India,Premium
93,Kevin Palla,Male,65,Chennai,Tamil Nadu,India,Returning
94,Yash Pingle,Female,53,Jaipur,Rajasthan,India,New
95,Nakul Sarma,Male,62,Mumbai,Maharashtra,India,New
96,Abhiram Mistry,Male,41,Jaipur,Rajasthan,India,Premium
97,Krish Lalla,Male,45,Jaipur,Rajasthan,India,New
98,Hredhaan Dugal,Female,41,Bengaluru,Karnataka,India,New
99,Baghyawati Kade,Male,61,Pune,Maharashtra,India,New
100,Samar Lalla,Female,53,Mumbai,Maharashtra,India,Returning
101,Zayan Behl,Male,33,Lucknow,Uttar Pradesh,India,New
102,Pallavi Malhotra,Female,19,Delhi,Delhi,India,New
103,Aarush Nath,Female,60,Pune,Maharashtra,India,Premium
104,Adweta Edwin,Female,28,Hyderabad,Telangana,India,Premium
105,Prisha Andra,Female,20,Mumbai,Maharashtra,India,Returning
106,Faqid Dixit,Male,47,Hyderabad,Telangana,India,Returning
107,Kala Divan,Male,32,Chennai,Tamil Nadu,India,New
108,Joshua Barman,Female,39,Hyderabad,Telangana,India,Returning
109,Janya Baral,Female,40,Mumbai,Maharashtra,India,Premium
110,Shivansh Krish,Female,61,Jaipur,Rajasthan,India,Premium
111,Irya Ray,Male,25,Pune,Maharashtra,India,Returning
112,Warjas Gaba,Female,20,Delhi,Delhi,India,New
113,Nitara Bakshi,Female,40,Lucknow,Uttar Pradesh,India,Premium
114,Gaurangi Sabharwal,Female,56,Pune,Maharashtra,India,Premium
115,Amara Dutta,Female,54,Mumbai,Maharashtra,India,New
116,Lavanya Barad,Male,63,Chennai,Tamil Nadu,India,Returning
117,Tristan Iyengar,Male,41,Bengaluru,Karnataka,India,Returning
118,Inaya Mody,Female,57,Mumbai,Maharashtra,India,Returning
119,Udant Bajwa,Female,50,Mumbai,Maharashtra,India,Returning
120,Mohini Narasimhan,Female,43,Kolkata,West Bengal,India,Premium
121,Ekaraj Mallick,Male,30,Chennai,Tamil Nadu,India,Returning
122,Yashodhara Ratta,Male,57,Kolkata,West Bengal,India,Premium
123,Ayaan D’Alia,Female,53,Chennai,Tamil Nadu,India,New
124,Pranav Lanka,Female,31,Chennai,Tamil Nadu,India,Returning
125,Ikbal Saraf,Female,47,Lucknow,Uttar Pradesh,India,Returning
126,Dipta Sarin,Male,50,Ahmedabad,Gujarat,India,Returning
127,Lekha Gupta,Male,36,Delhi,Delhi,India,Premium
128,Chaitanya Sarin,Female,23,Lucknow,Uttar Pradesh,India,New
129,Zinal Yohannan,Male,30,Chennai,Tamil Nadu,India,New
130,Januja Sankar,Male,33,Bengaluru,Karnataka,India,Returning
131,Ganga Murthy,Male,47,Lucknow,Uttar Pradesh,India,Returning
132,Charita Tripathi,Male,63,Lucknow,Uttar Pradesh,India,Premium
133,Nilima Narain,Female,43,Kolkata,West Bengal,India,New
134,Chakrika Datta,Male,24,Delhi,Delhi,India,Returning
135,Osha Raghavan,Male,62,Hyderabad,Telangana,India,Premium
136,Charvi Ravi,Male,53,Ahmedabad,Gujarat,India,New
137,Daksha Mangat,Female,26,Mumbai,Maharashtra,India,Returning
138,Qushi Nagy,Female,46,Jaipur,Rajasthan,India,Premium
139,Riya Sathe,Female,53,Jaipur,Rajasthan,India,Returning
140,Yasti Solanki,Female,46,Delhi,Delhi,India,Returning
141,Frado Mander,Female,51,Hyderabad,Telangana,India,Returning
142,Girik Keer,Female,46,Hyderabad,Telangana,India,New
143,Umang Issac,Male,35,Chennai,Tamil Nadu,India,Returning
144,Aryan Batra,Male,26,Pune,Maharashtra,India,New
145,Vaishnavi Bora,Female,62,Hyderabad,Telangana,India,New
146,Oeshi Hayer,Male,44,Hyderabad,Telangana,India,Returning
147,Warda Ratta,Female,44,Pune,Maharashtra,India,New
148,Manbir Ahluwalia,Female,42,Hyderabad,Telangana,India,Premium
149,Pavani Kanda,Female,48,Bengaluru,Karnataka,India,New
150,Zarna Shetty,Female,42,Pune,Maharashtra,India,Returning
151,Zaid Dara,Male,49,Jaipur,Rajasthan,India,New
152,Kiaan Shetty,Female,49,Chennai,Tamil Nadu,India,New
153,Saanvi Thaman,Female,60,Kolkata,West Bengal,India,Premium
154,Sanaya Dutt,Male,47,Kolkata,West Bengal,India,New
155,Shivani Lad,Male,43,Lucknow,Uttar Pradesh,India,Premium
156,Aradhana Verma,Male,23,Lucknow,Uttar Pradesh,India,Premium
157,William Maharaj,Male,47,Kolkata,West Bengal,India,New
158,Faras Mangal,Female,42,Bengaluru,Karnataka,India,Returning
159,Anita Nayak,Female,38,Hyderabad,Telangana,India,Returning
160,Faris Devi,Female,44,Kolkata,West Bengal,India,Returning
161,Vihaan Rajagopal,Female,19,Mumbai,Maharashtra,India,Premium
162,Tanish Bhatt,Male,40,Jaipur,Rajasthan,India,New
163,Nikita Narayanan,Male,19,Mumbai,Maharashtra,India,New
164,Ojasvi Bhatia,Male,57,Hyderabad,Telangana,India,New
165,Osha Ramachandran,Male,48,Hyderabad,Telangana,India,Premium
166,Lajita Sood,Male,47,Mumbai,Maharashtra,India,Premium
167,Indira Misra,Female,28,Chennai,Tamil Nadu,India,Premium
168,Oni Yohannan,Male,28,Lucknow,Uttar Pradesh,India,Returning
169,Vinaya Kanda,Male,37,Mumbai,Maharashtra,India,Premium
170,Rajata Sunder,Female,63,Kolkata,West Bengal,India,New
171,Lopa Nayar,Male,24,Mumbai,Maharashtra,India,Premium
172,Noah Sibal,Male,54,Chennai,Tamil Nadu,India,New
173,Avi Ramesh,Female,60,Pune,Maharashtra,India,Returning
174,Fiyaz Sangha,Female,18,Mumbai,Maharashtra,India,Returning
175,Triya Gopal,Male,45,Ahmedabad,Gujarat,India,Returning
176,Abha Raghavan,Male,45,Ahmedabad,Gujarat,India,New
177,Siddharth Sha,Female,57,Jaipur,Rajasthan,India,Premium
178,Geetika Raghavan,Female,45,Ahmedabad,Gujarat,India,Premium
179,Oviya Krishnan,Female,38,Lucknow,Uttar Pradesh,India,New
180,Upma Bahl,Female,46,Mumbai,Maharashtra,India,New
181,Inaya Kapur,Female,39,Ahmedabad,Gujarat,India,New
182,Banjeet Balasubramanian,Female,29,Ahmedabad,Gujarat,India,Returning
183,Ryan Bahri,Female,34,Hyderabad,Telangana,India,Returning
184,William Date,Female,53,Chennai,Tamil Nadu,India,New
185,Ishwar Kamdar,Male,23,Jaipur,Rajasthan,India,New
186,Aahana Pillay,Female,53,Kolkata,West Bengal,India,New
187,Ishwar Gade,Female,46,Ahmedabad,Gujarat,India,New
188,Hritik Bal,Female,32,Mumbai,Maharashtra,India,Returning
189,Keya Ranganathan,Female,60,Hyderabad,Telangana,India,Premium
190,Faqid Kibe,Female,53,Pune,Maharashtra,India,Premium
191,Charvi Dara,Female,65,Pune,Maharashtra,India,Premium
192,Idika Walia,Female,62,Pune,Maharashtra,India,Returning
193,Kamala Biswas,Female,34,Chennai,Tamil Nadu,India,New
194,Advik Salvi,Male,38,Mumbai,Maharashtra,India,New
195,Hitesh Sant,Male,30,Jaipur,Rajasthan,India,New
196,Tripti Dua,Female,64,Ahmedabad,Gujarat,India,Premium
197,Patrick Vig,Female,24,Jaipur,Rajasthan,India,New
198,Veda Shroff,Male,41,Chennai,Tamil Nadu,India,New
199,Amrita Naidu,Male,63,Chennai,Tamil Nadu,India,Premium
200,Gabriel Mallick,Female,20,Delhi,Delhi,India,New
201,Yagnesh Shetty,Female,62,Jaipur,Rajasthan,India,New
202,Gayathri Balakrishnan,Male,18,Ahmedabad,Gujarat,India,Premium
203,Ekta Gopal,Female,48,Chennai,Tamil Nadu,India,Returning
204,Simon Pant,Male,21,Pune,Maharashtra,India,Returning
205,Harini Mammen,Male,22,Ahmedabad,Gujarat,India,Returning
206,Advaith Varughese,Male,54,Ahmedabad,Gujarat,India,Premium
207,Frederick Khurana,Male,27,Bengaluru,Karnataka,India,Premium
208,Vrinda Khosla,Male,33,Chennai,Tamil Nadu,India,New
209,Vritti Sem,Female,56,Jaipur,Rajasthan,India,Premium
210,Girik Menon,Male,51,Lucknow,Uttar Pradesh,India,Returning
211,Nidhi Kohli,Female,37,Ahmedabad,Gujarat,India,Premium
212,Jyoti Solanki,Female,54,Kolkata,West Bengal,India,Premium
213,Pavani Narayanan,Male,31,Bengaluru,Karnataka,India,Premium
214,Sudiksha Madan,Female,60,Hyderabad,Telangana,India,New
215,Zayan Kashyap,Male,29,Delhi,Delhi,India,Premium
216,Reyansh Mutti,Male,18,Mumbai,Maharashtra,India,Returning
217,Qasim Handa,Female,36,Ahmedabad,Gujarat,India,New
218,Veda Malhotra,Female,63,Hyderabad,Telangana,India,Returning
219,Harish Hari,Male,61,Ahmedabad,Gujarat,India,New
220,Utkarsh Patel,Male,45,Chennai,Tamil Nadu,India,New
221,Chasmum Atwal,Male,59,Jaipur,Rajasthan,India,New
222,Anusha Bath,Male,22,Chennai,Tamil Nadu,India,New
223,Brinda Date,Female,56,Delhi,Delhi,India,Premium
224,Harshil Arora,Female,46,Lucknow,Uttar Pradesh,India,New
225,Upasna Srinivas,Female,62,Ahmedabad,Gujarat,India,Returning
226,Harini Gour,Female,46,Chennai,Tamil Nadu,India,New
227,Zayyan Sridhar,Male,45,Lucknow,Uttar Pradesh,India,Premium
228,Dhruv Rattan,Female,19,Pune,Maharashtra,India,New
229,Ethan Bera,Male,61,Hyderabad,Telangana,India,Returning
230,Manthan Modi,Male,29,Lucknow,Uttar Pradesh,India,Returning
231,Yuvraj Dani,Female,35,Jaipur,Rajasthan,India,New
232,Upkaar Virk,Female,58,Lucknow,Uttar Pradesh,India,Returning
233,Shravya Savant,Female,40,Mumbai,Maharashtra,India,Returning
234,Pushti Mody,Female,60,Pune,Maharashtra,India,New
235,Hardik Johal,Female,44,Delhi,Delhi,India,Premium
236,Aishani Bumb,Female,60,Ahmedabad,Gujarat,India,Returning
237,Wriddhish Ghose,Male,47,Jaipur,Rajasthan,India,New
238,Naksh Agate,Female,38,Pune,Maharashtra,India,New
239,Shravya Singhal,Male,60,Kolkata,West Bengal,India,Premium
240,Bachittar Kata,Female,21,Ahmedabad,Gujarat,India,New
241,Barkha Setty,Female,57,Jaipur,Rajasthan,India,Returning
242,Vivaan Lalla,Male,31,Ahmedabad,Gujarat,India,Returning
243,Pavani Contractor,Male,36,Jaipur,Rajasthan,India,Returning
244,Manthan Lata,Male,19,Ahmedabad,Gujarat,India,Premium
245,Ekbal Bhasin,Male,63,Lucknow,Uttar Pradesh,India,New
246,Damyanti Mani,Male,53,Chennai,Tamil Nadu,India,Returning
247,Jeet Sidhu,Male,25,Mumbai,Maharashtra,India,Returning
248,Neha Magar,Male,49,Mumbai,Maharashtra,India,Premium
249,Raksha Buch,Female,44,Chennai,Tamil Nadu,India,Returning
250,Rachana Naidu,Male,47,Ahmedabad,Gujarat,India,Premium
251,Atharv Chand,Female,30,Delhi,Delhi,India,Premium
252,Ansh Luthra,Male,22,Jaipur,Rajasthan,India,Returning
253,Parth Singhal,Female,50,Kolkata,West Bengal,India,Returning
254,Arunima Golla,Female,64,Bengaluru,Karnataka,India,Returning
255,Vyanjana Chand,Female,27,Lucknow,Uttar Pradesh,India,Returning
256,Ijaya Rege,Female,40,Jaipur,Rajasthan,India,Returning
257,Ekani Cheema,Female,47,Jaipur,Rajasthan,India,Returning
258,Forum Sabharwal,Male,54,Hyderabad,Telangana,India,Returning
259,Bhavya Rattan,Female,20,Hyderabad,Telangana,India,Returning
260,Suhani Chakrabarti,Female,42,Ahmedabad,Gujarat,India,Premium
261,Zayyan Naik,Female,20,Delhi,Delhi,India,New
262,Netra Varkey,Female,24,Jaipur,Rajasthan,India,Returning
263,Turvi Sachdev,Female,18,Mumbai,Maharashtra,India,Premium
264,Raghav Vasa,Female,59,Delhi,Delhi,India,New
265,Wishi Sathe,Female,34,Mumbai,Maharashtra,India,Returning
266,Samar Loke,Female,59,Lucknow,Uttar Pradesh,India,New
267,Bhavna Sarma,Female,38,Pune,Maharashtra,India,Premium
268,Jairaj Balakrishnan,Male,57,Ahmedabad,Gujarat,India,New
269,Nathan Mukhopadhyay,Female,32,Hyderabad,Telangana,India,Premium
270,Nikita Chander,Female,24,Mumbai,Maharashtra,India,Premium
271,Ishaan Shenoy,Female,28,Mumbai,Maharashtra,India,Premium
272,Mitesh Tara,Male,20,Chennai,Tamil Nadu,India,Returning
273,Yashodhara Mahajan,Female,40,Bengaluru,Karnataka,India,Returning
274,Vasudha Sodhi,Male,33,Kolkata,West Bengal,India,Premium
275,Tanmayi Dhillon,Male,28,Kolkata,West Bengal,India,New
276,Rayaan Trivedi,Female,57,Mumbai,Maharashtra,India,Premium
277,Ekaraj Majumdar,Female,55,Hyderabad,Telangana,India,New
278,Harini Tripathi,Female,58,Hyderabad,Telangana,India,Returning
279,Aarnav Mandal,Female,60,Ahmedabad,Gujarat,India,New
280,Vrishti Dixit,Female,61,Ahmedabad,Gujarat,India,Premium
281,Veda Pai,Male,46,Delhi,Delhi,India,Returning
282,Krishna Shah,Female,58,Lucknow,Uttar Pradesh,India,Returning
283,Ranbir Khare,Female,37,Chennai,Tamil Nadu,India,New
284,Vivaan Roy,Female,24,Kolkata,West Bengal,India,New
285,Eesha Solanki,Female,54,Kolkata,West Bengal,India,Returning
286,Libni Doshi,Male,60,Chennai,Tamil Nadu,India,Returning
287,Balhaar Date,Male,54,Chennai,Tamil Nadu,India,Premium
288,Harish Sarraf,Female,36,Bengaluru,Karnataka,India,New
289,Tanmayi Aurora,Female,32,Lucknow,Uttar Pradesh,India,Premium
290,Nimrat Dubey,Female,61,Hyderabad,Telangana,India,Premium
291,Upasna Lanka,Male,58,Delhi,Delhi,India,Premium
292,Mitali Buch,Female,46,Bengaluru,Karnataka,India,New
293,Lajita Nadig,Female,64,Lucknow,Uttar Pradesh,India,New
294,Balendra Biswas,Female,38,Mumbai,Maharashtra,India,Premium
295,Bhavna Karan,Male,30,Kolkata,West Bengal,India,New
296,Radha Chaudhari,Female,51,Jaipur,Rajasthan,India,Premium
297,Sachi Ganesan,Male,34,Chennai,Tamil Nadu,India,Returning
298,Ayush Batra,Female,25,Chennai,Tamil Nadu,India,Returning
299,Daksh Memon,Male,32,Mumbai,Maharashtra,India,Premium
300,Kavya Sankar,Female,23,Kolkata,West Bengal,India,Returning
301,Yash Wali,Female,52,Bengaluru,Karnataka,India,New
302,Pranit Garde,Female,61,Ahmedabad,Gujarat,India,Premium
303,Farhan Raja,Female,58,Chennai,Tamil Nadu,India,Returning
304,Widisha Dhar,Male,48,Mumbai,Maharashtra,India,New
305,Triya Kumar,Female,57,Lucknow,Uttar Pradesh,India,New
306,Aadhya Andra,Female,62,Mumbai,Maharashtra,India,Returning
307,Bhavna Dugar,Male,26,Kolkata,West Bengal,India,New
308,Riya Pai,Female,49,Bengaluru,Karnataka,India,New
309,Panini Krishna,Male,52,Mumbai,Maharashtra,India,New
310,Chasmum Issac,Female,41,Kolkata,West Bengal,India,Premium
311,Vasudha Chhabra,Female,55,Jaipur,Rajasthan,India,Premium
312,Lakshmi Parmer,Female,59,Delhi,Delhi,India,New
313,Chakrika Bains,Female,35,Ahmedabad,Gujarat,India,New
314,Anvi Anand,Male,46,Pune,Maharashtra,India,Returning
315,Watika Mangat,Female,24,Hyderabad,Telangana,India,Premium
316,Indira Kanda,Female,21,Pune,Maharashtra,India,Returning
317,Zashil Devan,Male,25,Chennai,Tamil Nadu,India,Returning
318,Balveer More,Male,59,Mumbai,Maharashtra,India,Premium
319,Bahadurjit Patla,Male,21,Lucknow,Uttar Pradesh,India,Returning
320,Gautam Merchant,Male,54,Hyderabad,Telangana,India,New
321,Ojasvi Gill,Male,55,Mumbai,Maharashtra,India,New
322,Kevin Zacharia,Female,27,Hyderabad,Telangana,India,Premium
323,Yachana Mahajan,Female,27,Bengaluru,Karnataka,India,New
324,Aarini Subramaniam,Female,29,Jaipur,Rajasthan,India,New
325,Hamsini Contractor,Male,18,Bengaluru,Karnataka,India,Returning
326,Faqid Dhaliwal,Female,19,Hyderabad,Telangana,India,New
327,Mekhala Pau,Male,26,Chennai,Tamil Nadu,India,Premium
328,Megha Atwal,Male,65,Kolkata,West Bengal,India,New
329,Jatin Sha,Female,41,Ahmedabad,Gujarat,India,Premium
330,Adweta Raj,Male,46,Lucknow,Uttar Pradesh,India,Premium
331,Hritik Kaur,Male,64,Hyderabad,Telangana,India,Premium
332,Aryan Narang,Female,47,Jaipur,Rajasthan,India,Premium
333,Dev Shetty,Male,48,Bengaluru,Karnataka,India,Returning
334,Nilima Dada,Male,49,Kolkata,West Bengal,India,Premium
335,Chakradev Barad,Male,23,Ahmedabad,Gujarat,India,Returning
336,Waida D’Alia,Male,22,Lucknow,Uttar Pradesh,India,New
337,Wahab Yogi,Female,42,Chennai,Tamil Nadu,India,Premium
338,Lipika Setty,Female,47,Jaipur,Rajasthan,India,Premium
339,Oni Dubey,Female,24,Lucknow,Uttar Pradesh,India,Premium
340,Hardik Suri,Male,45,Mumbai,Maharashtra,India,Returning
341,Ati Bali,Female,39,Hyderabad,Telangana,India,Returning
342,Teerth Sawhney,Female,64,Kolkata,West Bengal,India,New
343,Warinder Patil,Female,38,Pune,Maharashtra,India,Premium
344,Jhalak Parmer,Female,27,Chennai,Tamil Nadu,India,Premium
345,Mitali Majumdar,Male,23,Ahmedabad,Gujarat,India,New
346,Jason Sha,Female,24,Mumbai,Maharashtra,India,Premium
347,Simon Bail,Male,53,Pune,Maharashtra,India,New
348,Gauri Kohli,Female,60,Lucknow,Uttar Pradesh,India,New
349,Samesh Biswas,Female,60,Kolkata,West Bengal,India,Returning
350,Tarak Kaul,Female,56,Bengaluru,Karnataka,India,Returning
351,Manbir Agate,Male,54,Pune,Maharashtra,India,Premium
352,Maanav De,Male,60,Hyderabad,Telangana,India,Returning
353,Owen Choudhary,Male,40,Hyderabad,Telangana,India,Premium
354,Karan Aurora,Male,35,Pune,Maharashtra,India,Premium
355,Wazir Naik,Female,53,Hyderabad,Telangana,India,Premium
356,Owen Lanka,Male,56,Lucknow,Uttar Pradesh,India,Premium
357,Jonathan Sama,Male,29,Chennai,Tamil Nadu,India,Returning
358,Devansh Soni,Female,40,Chennai,Tamil Nadu,India,New
359,Janaki Varghese,Male,54,Delhi,Delhi,India,Premium
360,Siya Thakur,Male,27,Kolkata,West Bengal,India,Premium
361,Caleb Verma,Male,65,Bengaluru,Karnataka,India,Premium
362,Tara Balasubramanian,Female,44,Hyderabad,Telangana,India,Returning
363,Varenya Ratti,Male,41,Pune,Maharashtra,India,Returning
364,Hritik Swaminathan,Male,21,Pune,Maharashtra,India,New
365,Ethan Buch,Male,61,Delhi,Delhi,India,New
366,Manbir Bhatti,Female,60,Chennai,Tamil Nadu,India,Returning
367,Anvi Nair,Female,44,Ahmedabad,Gujarat,India,Returning
368,Chaitaly Setty,Male,40,Hyderabad,Telangana,India,Returning
369,Hardik Contractor,Female,61,Mumbai,Maharashtra,India,Premium
370,Qushi Seth,Female,51,Lucknow,Uttar Pradesh,India,Premium
371,Odika Nori,Male,32,Chennai,Tamil Nadu,India,Returning
372,Mohini Sagar,Male,18,Lucknow,Uttar Pradesh,India,New
373,Dhriti Sane,Male,26,Chennai,Tamil Nadu,India,Returning
374,Aadhya Prasad,Female,25,Chennai,Tamil Nadu,India,New
375,Urvi Bhavsar,Female,29,Ahmedabad,Gujarat,India,New
376,Frederick Chander,Male,50,Kolkata,West Bengal,India,Premium
377,Gopal Pradhan,Male,43,Pune,Maharashtra,India,Premium
378,Darpan Narayan,Female,19,Bengaluru,Karnataka,India,Returning
379,Nirja Pandya,Female,54,Mumbai,Maharashtra,India,Returning
380,Charan Mani,Female,63,Lucknow,Uttar Pradesh,India,Premium
381,Indira Chawla,Female,25,Kolkata,West Bengal,India,Returning
382,Mohammed Subramaniam,Female,28,Bengaluru,Karnataka,India,Premium
383,Hritik Palla,Female,23,Ahmedabad,Gujarat,India,Returning
384,Ishwar Mallick,Male,45,Mumbai,Maharashtra,India,Premium
385,Pushti Bal,Male,43,Kolkata,West Bengal,India,Returning
386,Ayush Gole,Male,39,Pune,Maharashtra,India,New
387,Dayamai Nori,Male,51,Mumbai,Maharashtra,India,Premium
388,Abeer Golla,Female,40,Hyderabad,Telangana,India,Premium
389,Nandini Boase,Male,24,Delhi,Delhi,India,New
390,Azaan Chand,Male,29,Chennai,Tamil Nadu,India,Premium
391,Krisha Saini,Male,29,Delhi,Delhi,India,Premium
392,Harita Dugar,Female,54,Ahmedabad,Gujarat,India,Premium
393,Devika Nair,Female,58,Ahmedabad,Gujarat,India,Returning
394,Charles Dugal,Female,22,Delhi,Delhi,India,Returning
395,Chandran Bumb,Female,35,Ahmedabad,Gujarat,India,Premium
396,Saanvi Samra,Female,50,Bengaluru,Karnataka,India,New
397,Riya Sachdeva,Female,46,Chennai,Tamil Nadu,India,New
398,Tanveer Vala,Female,36,Bengaluru,Karnataka,India,New
399,Hemani Sani,Female,47,Mumbai,Maharashtra,India,Premium
400,Bhanumati Sur,Male,46,Jaipur,Rajasthan,India,Premium
401,Chakradev Kannan,Female,56,Hyderabad,Telangana,India,Returning
402,Christopher Amble,Male,21,Jaipur,Rajasthan,India,Returning
403,Charvi Kakar,Female,63,Mumbai,Maharashtra,India,New
404,Aadhya Mann,Male,20,Jaipur,Rajasthan,India,New
405,Jagdish Amble,Female,51,Ahmedabad,Gujarat,India,Premium
406,Qushi Gill,Male,41,Lucknow,Uttar Pradesh,India,Returning
407,Lajita Walia,Female,44,Chennai,Tamil Nadu,India,Returning
